,CRUISE6,CRUISE,STRATUM,TOW,STATION,STATUS_CODE,ID,SVSPP,CATCHSEX,EXPCATCHNUM,EXPCATCHWT,SCIENTIFIC_NAME,CATCH_COMMENT
31,196803,6803,1700,2,54,10,1.96803e+17,33,0,5.0,1.8,Alosa pseudoharengus (alewife), 
32,196803,6803,1700,3,55,10,1.96803e+17,33,0,4.0,0.9,Alosa pseudoharengus (alewife), 
33,196803,6803,1710,2,58,10,1.96803e+17,33,0,2.0,0.5,Alosa pseudoharengus (alewife), 
34,196803,6803,1700,4,59,10,1.96803e+17,33,0,9.0,0.9,Alosa pseudoharengus (alewife), 
35,196803,6803,1710,3,61,10,1.96803e+17,33,0,2.0,0.5,Alosa pseudoharengus (alewife), 
36,196803,6803,1740,1,64,10,1.96803e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
37,196803,6803,1750,3,69,10,1.96803e+17,33,0,3.0,0.9,Alosa pseudoharengus (alewife), 
38,196803,6803,1740,2,70,10,1.96803e+17,33,0,35.0,11.8,Alosa pseudoharengus (alewife), 
39,196803,6803,1740,3,71,10,1.96803e+17,33,0,10.0,0.9,Alosa pseudoharengus (alewife), 
40,196803,6803,1740,4,72,10,1.96803e+17,33,0,12.0,0.9,Alosa pseudoharengus (alewife), 
41,196803,6803,1020,2,73,10,1.96803e+17,33,0,5.0,0.9,Alosa pseudoharengus (alewife), 
42,196803,6803,1030,1,76,10,1.96803e+17,33,0,3.0,0.9,Alosa pseudoharengus (alewife), 
43,196803,6803,1040,2,78,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
44,196803,6803,1030,3,79,10,1.96803e+17,33,0,1.0,0.5,Alosa pseudoharengus (alewife), 
45,196803,6803,1020,3,80,10,1.96803e+17,33,0,82.0,16.8,Alosa pseudoharengus (alewife), 
46,196803,6803,1040,3,81,10,1.96803e+17,33,0,1.0,0.5,Alosa pseudoharengus (alewife), 
47,196803,6803,1040,4,83,10,1.96803e+17,33,0,11.0,2.7,Alosa pseudoharengus (alewife), 
48,196803,6803,1020,4,84,10,1.96803e+17,33,0,328.0,77.6,Alosa pseudoharengus (alewife), 
49,196803,6803,1060,3,85,10,1.96803e+17,33,0,94.0,4.5,Alosa pseudoharengus (alewife), 
50,196803,6803,1060,2,86,10,1.96803e+17,33,0,7.0,0.9,Alosa pseudoharengus (alewife), 
51,196803,6803,1060,1,87,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
52,196803,6803,1070,1,89,10,1.96803e+17,33,0,12.0,2.3,Alosa pseudoharengus (alewife), 
53,196803,6803,1070,2,90,10,1.96803e+17,33,0,26.0,6.8,Alosa pseudoharengus (alewife), 
54,196803,6803,1080,2,91,10,1.96803e+17,33,0,4.0,0.9,Alosa pseudoharengus (alewife), 
55,196803,6803,1080,3,92,10,1.96803e+17,33,0,48.0,12.2,Alosa pseudoharengus (alewife), 
56,196803,6803,1070,3,93,10,1.96803e+17,33,0,164.0,46.3,Alosa pseudoharengus (alewife), 
57,196803,6803,1070,4,94,10,1.96803e+17,33,0,25.0,6.4,Alosa pseudoharengus (alewife), 
58,196803,6803,1060,4,95,10,1.96803e+17,33,0,3.0,0.0,Alosa pseudoharengus (alewife), 
59,196803,6803,1110,1,100,10,1.96803e+17,33,0,2.0,0.5,Alosa pseudoharengus (alewife), 
60,196803,6803,1120,1,101,10,1.96803e+17,33,0,3.0,0.5,Alosa pseudoharengus (alewife), 
61,196803,6803,1110,2,102,10,1.96803e+17,33,0,12.0,3.2,Alosa pseudoharengus (alewife), 
62,196803,6803,1120,3,106,10,1.96803e+17,33,0,5.0,0.9,Alosa pseudoharengus (alewife), 
63,196803,6803,1130,1,107,10,1.96803e+17,33,0,11.0,0.5,Alosa pseudoharengus (alewife), 
64,196803,6803,1100,4,131,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
65,196803,6803,1100,3,132,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
66,196803,6803,1260,3,135,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
67,196803,6803,1400,1,141,10,1.96803e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
68,196803,6803,1380,2,148,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
69,196803,6803,1370,3,149,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
70,196803,6803,1370,2,151,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
71,196803,6803,1280,6,157,10,1.96803e+17,33,0,34.0,2.7,Alosa pseudoharengus (alewife), 
72,196803,6803,1370,4,158,10,1.96803e+17,33,0,2.0,0.5,Alosa pseudoharengus (alewife), 
73,196803,6803,1350,1,167,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
75,196803,6803,1350,2,169,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
76,196803,6803,1340,3,173,10,1.96803e+17,33,0,3.0,0.0,Alosa pseudoharengus (alewife), 
77,196803,6803,1410,3,183,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
78,196803,6803,1100,5,212,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
79,196803,6803,1230,4,215,10,1.96803e+17,33,0,8.0,0.9,Alosa pseudoharengus (alewife), 
80,196803,6803,1230,5,216,10,1.96803e+17,33,0,10.0,0.5,Alosa pseudoharengus (alewife), 
81,196803,6803,1230,6,218,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
82,196803,6803,1290,2,233,10,1.96803e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
83,196803,6803,1190,7,238,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
84,196803,6803,1200,4,241,10,1.96803e+17,33,0,11.0,0.5,Alosa pseudoharengus (alewife), 
85,196803,6803,1200,3,242,10,1.96803e+17,33,0,13.0,0.5,Alosa pseudoharengus (alewife), 
86,196803,6803,1220,1,243,10,1.96803e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
87,196803,6803,1290,1,244,10,1.96803e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
88,196803,6803,1360,4,258,10,1.96803e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
89,196803,6803,1290,5,261,10,1.96803e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
90,196902,6902,1050,5,1,10,1.96902e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
91,196902,6902,1060,7,3,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
92,196902,6902,1060,8,4,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
93,196902,6902,1050,1,7,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
94,196902,6902,1010,7,8,10,1.96902e+17,33,0,3.0,0.0,Alosa pseudoharengus (alewife), 
95,196902,6902,1010,4,11,10,1.96902e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
96,196902,6902,1020,7,12,10,1.96902e+17,33,0,10.0,0.0,Alosa pseudoharengus (alewife), 
97,196902,6902,1020,6,13,10,1.96902e+17,33,0,3.0,0.0,Alosa pseudoharengus (alewife), 
98,196902,6902,1010,2,14,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
99,196902,6902,1010,3,15,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
100,196902,6902,1010,1,16,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
101,196902,6902,1730,5,17,10,1.96902e+17,33,0,135.0,3.2,Alosa pseudoharengus (alewife), 
102,196902,6902,1740,4,18,10,1.96902e+17,33,0,78.0,3.2,Alosa pseudoharengus (alewife), 
103,196902,6902,1740,2,19,10,1.96902e+17,33,0,15.0,0.5,Alosa pseudoharengus (alewife), 
104,196902,6902,1740,1,20,10,1.96902e+17,33,0,43.0,8.6,Alosa pseudoharengus (alewife), 
105,196902,6902,1690,4,21,10,1.96902e+17,33,0,152.0,16.8,Alosa pseudoharengus (alewife), 
106,196902,6902,1730,2,22,10,1.96902e+17,33,0,27.0,2.7,Alosa pseudoharengus (alewife), 
107,196902,6902,1730,1,23,10,1.96902e+17,33,0,27.0,5.0,Alosa pseudoharengus (alewife), 
108,196902,6902,1730,4,24,10,1.96902e+17,33,0,27.0,2.3,Alosa pseudoharengus (alewife), 
109,196902,6902,1730,3,25,10,1.96902e+17,33,0,490.0,36.3,Alosa pseudoharengus (alewife), 
110,196902,6902,1690,7,26,10,1.96902e+17,33,0,242.0,19.1,Alosa pseudoharengus (alewife), 
111,196902,6902,1690,6,27,10,1.96902e+17,33,0,4.0,0.5,Alosa pseudoharengus (alewife), 
112,196902,6902,1690,5,28,10,1.96902e+17,33,0,18.0,2.7,Alosa pseudoharengus (alewife), 
113,196902,6902,1690,3,29,10,1.96902e+17,33,0,25.0,3.6,Alosa pseudoharengus (alewife), 
114,196902,6902,1690,2,30,10,1.96902e+17,33,0,6.0,1.4,Alosa pseudoharengus (alewife), 
115,196902,6902,1690,1,31,10,1.96902e+17,33,0,3.0,0.5,Alosa pseudoharengus (alewife), 
116,196902,6902,1650,8,32,10,1.96902e+17,33,0,6.0,1.4,Alosa pseudoharengus (alewife), 
117,196902,6902,1660,2,34,10,1.96902e+17,33,0,13.0,2.3,Alosa pseudoharengus (alewife), 
118,196902,6902,1650,7,35,10,1.96902e+17,33,0,17.0,2.3,Alosa pseudoharengus (alewife), 
119,196902,6902,1650,6,36,10,1.96902e+17,33,0,11.0,1.8,Alosa pseudoharengus (alewife), 
120,196902,6902,1650,5,37,10,1.96902e+17,33,0,12.0,1.8,Alosa pseudoharengus (alewife), 
121,196902,6902,1650,4,38,10,1.96902e+17,33,0,7.0,0.9,Alosa pseudoharengus (alewife), 
122,196902,6902,1650,2,39,10,1.96902e+17,33,0,4.0,0.9,Alosa pseudoharengus (alewife), 
123,196902,6902,1650,1,40,10,1.96902e+17,33,0,14.0,1.8,Alosa pseudoharengus (alewife), 
124,196902,6902,1610,3,41,10,1.96902e+17,33,0,7.0,0.5,Alosa pseudoharengus (alewife), 
125,196902,6902,1610,2,42,10,1.96902e+17,33,0,12.0,0.9,Alosa pseudoharengus (alewife), 
126,196902,6902,1610,1,43,10,1.96902e+17,33,0,3.0,0.5,Alosa pseudoharengus (alewife), 
127,196902,6902,1640,1,49,10,1.96902e+17,33,0,99.0,25.9,Alosa pseudoharengus (alewife), 
128,196902,6902,1660,1,53,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
129,196902,6902,1700,2,58,10,1.96902e+17,33,0,5.0,1.4,Alosa pseudoharengus (alewife), 
130,196902,6902,1700,3,59,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
131,196902,6902,1020,1,72,10,1.96902e+17,33,0,102.0,12.2,Alosa pseudoharengus (alewife), 
132,196902,6902,1020,2,73,10,1.96902e+17,33,0,74.0,1.8,Alosa pseudoharengus (alewife), 
133,196902,6902,1020,5,78,10,1.96902e+17,33,0,86.0,19.1,Alosa pseudoharengus (alewife), 
134,196902,6902,1030,3,79,10,1.96902e+17,33,0,7.0,1.4,Alosa pseudoharengus (alewife), 
135,196902,6902,1060,1,80,10,1.96902e+17,33,0,16.0,1.8,Alosa pseudoharengus (alewife), 
136,196902,6902,1060,3,81,10,1.96902e+17,33,0,48.0,5.4,Alosa pseudoharengus (alewife), 
137,196902,6902,1060,6,82,10,1.96902e+17,33,0,64.0,5.4,Alosa pseudoharengus (alewife), 
138,196902,6902,1060,4,83,10,1.96902e+17,33,0,24.0,6.8,Alosa pseudoharengus (alewife), 
139,196902,6902,1080,2,86,10,1.96902e+17,33,0,6.0,1.8,Alosa pseudoharengus (alewife), 
140,196902,6902,1070,2,87,10,1.96902e+17,33,0,2.0,0.5,Alosa pseudoharengus (alewife), 
141,196902,6902,1070,1,89,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
142,196902,6902,1060,5,91,10,1.96902e+17,33,0,16.0,3.2,Alosa pseudoharengus (alewife), 
143,196902,6902,1090,5,92,10,1.96902e+17,33,0,5.0,0.0,Alosa pseudoharengus (alewife), 
144,196902,6902,1090,4,93,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
145,196902,6902,1100,3,94,10,1.96902e+17,33,0,10.0,0.9,Alosa pseudoharengus (alewife), 
146,196902,6902,1100,1,95,10,1.96902e+17,33,0,6.0,0.5,Alosa pseudoharengus (alewife), 
147,196902,6902,1110,3,96,10,1.96902e+17,33,0,3.0,0.9,Alosa pseudoharengus (alewife), 
148,196902,6902,1120,3,97,10,1.96902e+17,33,0,4.0,0.9,Alosa pseudoharengus (alewife), 
149,196902,6902,1100,2,102,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
150,196902,6902,1100,6,110,10,1.96902e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
151,196902,6902,1100,4,111,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
152,196902,6902,1290,2,170,10,1.96902e+17,33,0,3.0,0.0,Alosa pseudoharengus (alewife), 
153,196902,6902,1290,1,171,10,1.96902e+17,33,0,6.0,0.5,Alosa pseudoharengus (alewife), 
154,196902,6902,1220,2,172,10,1.96902e+17,33,0,7.0,0.5,Alosa pseudoharengus (alewife), 
155,196902,6902,1240,3,180,10,1.96902e+17,33,0,5.0,0.0,Alosa pseudoharengus (alewife), 
156,196902,6902,1190,4,183,10,1.96902e+17,33,0,6.0,1.6,Alosa pseudoharengus (alewife), 
157,196902,6902,1190,3,184,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
158,196902,6902,1290,6,195,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
159,196902,6902,1290,8,196,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
160,196902,6902,1360,3,201,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
161,196902,6902,1410,3,212,10,1.96902e+17,33,0,59.0,15.9,Alosa pseudoharengus (alewife), 
162,196902,6902,1420,2,213,10,1.96902e+17,33,0,4.0,0.9,Alosa pseudoharengus (alewife), 
163,196902,6902,1360,7,220,10,1.96902e+17,33,0,7.0,0.5,Alosa pseudoharengus (alewife), 
164,196902,6902,1360,5,222,10,1.96902e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
166,196902,6902,1340,3,224,10,1.96902e+17,33,0,7.0,1.4,Alosa pseudoharengus (alewife), 
167,196902,6902,1340,5,226,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
168,196902,6902,1350,3,229,10,1.96902e+17,33,0,3.0,0.0,Alosa pseudoharengus (alewife), 
169,196902,6902,1350,2,230,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
170,196902,6902,1390,1,235,10,1.96902e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
171,196902,6902,1380,1,236,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
172,196902,6902,1360,2,238,10,1.96902e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
173,196902,6902,1280,7,242,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
174,196902,6902,1370,2,243,10,1.96902e+17,33,0,6.0,0.0,Alosa pseudoharengus (alewife), 
175,196902,6902,1370,4,244,10,1.96902e+17,33,0,4.0,0.0,Alosa pseudoharengus (alewife), 
176,196902,6902,1380,4,246,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
177,196902,6902,1400,3,247,10,1.96902e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
178,196902,6902,1400,2,248,10,1.96902e+17,33,0,4.0,0.0,Alosa pseudoharengus (alewife), 
179,196902,6902,1380,2,249,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
180,196902,6902,1270,2,254,10,1.96902e+17,33,0,3.0,0.0,Alosa pseudoharengus (alewife), 
181,196902,6902,1260,4,256,10,1.96902e+17,33,0,3.0,0.0,Alosa pseudoharengus (alewife), 
182,196902,6902,1260,3,257,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
183,196902,6902,1270,1,260,10,1.96902e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
184,197003,7003,1240,4,2,10,1.97003e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
185,197003,7003,1240,2,6,10,1.97003e+17,33,0,18.0,1.8,Alosa pseudoharengus (alewife), 
186,197003,7003,1220,1,8,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
187,197003,7003,1220,2,13,10,1.97003e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
188,197003,7003,1220,4,15,10,1.97003e+17,33,0,5.0,0.5,Alosa pseudoharengus (alewife), 
189,197003,7003,1230,3,55,10,1.97003e+17,33,0,4.0,0.9,Alosa pseudoharengus (alewife), 
190,197003,7003,1230,2,56,10,1.97003e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
191,197003,7003,1240,1,57,10,1.97003e+17,33,0,3.0,0.9,Alosa pseudoharengus (alewife), 
192,197003,7003,1280,4,70,10,1.97003e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
193,197003,7003,1240,6,72,10,1.97003e+17,33,0,8.0,0.5,Alosa pseudoharengus (alewife), 
194,197003,7003,1290,4,73,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
195,197003,7003,1290,6,75,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
196,197003,7003,1360,3,77,10,1.97003e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
197,197003,7003,1360,2,79,10,1.97003e+17,33,0,4.0,0.5,Alosa pseudoharengus (alewife), 
198,197003,7003,1290,5,85,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
199,197003,7003,1410,8,107,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
200,197003,7003,1330,2,122,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
201,197003,7003,1350,3,133,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
202,197003,7003,1350,2,135,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
203,197003,7003,1380,2,140,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
204,197003,7003,1370,2,141,10,1.97003e+17,33,0,5.0,0.0,Alosa pseudoharengus (alewife), 
205,197003,7003,1370,3,142,10,1.97003e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
206,197003,7003,1380,1,145,10,1.97003e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
207,197003,7003,1400,3,148,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
208,197003,7003,1400,2,149,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
209,197003,7003,1270,2,157,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
210,197003,7003,1090,2,160,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
211,197003,7003,1100,6,161,10,1.97003e+17,33,0,2.0,0.5,Alosa pseudoharengus (alewife), 
212,197003,7003,1140,2,165,10,1.97003e+17,33,0,1.0,0.5,Alosa pseudoharengus (alewife), 
213,197003,7003,1130,1,170,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
214,197003,7003,1110,2,177,10,1.97003e+17,33,0,2.0,0.9,Alosa pseudoharengus (alewife), 
215,197003,7003,1110,1,178,10,1.97003e+17,33,0,4.0,1.4,Alosa pseudoharengus (alewife), 
216,197003,7003,1110,3,179,10,1.97003e+17,33,0,3.0,0.9,Alosa pseudoharengus (alewife), 
217,197003,7003,1100,5,183,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
218,197003,7003,1090,4,187,10,1.97003e+17,33,0,7.0,0.5,Alosa pseudoharengus (alewife), 
219,197003,7003,1090,5,188,10,1.97003e+17,33,0,15.0,0.5,Alosa pseudoharengus (alewife), 
220,197003,7003,1050,3,189,10,1.97003e+17,33,0,22.0,5.0,Alosa pseudoharengus (alewife), 
221,197003,7003,1050,4,190,10,1.97003e+17,33,0,79.0,6.8,Alosa pseudoharengus (alewife), 
222,197003,7003,1050,2,191,10,1.97003e+17,33,0,25.0,6.4,Alosa pseudoharengus (alewife), 
223,197003,7003,1050,1,192,10,1.97003e+17,33,0,4.0,0.5,Alosa pseudoharengus (alewife), 
224,197003,7003,1050,5,193,10,1.97003e+17,33,0,7.0,0.5,Alosa pseudoharengus (alewife), 
225,197003,7003,1060,9,194,10,1.97003e+17,33,0,12.0,0.5,Alosa pseudoharengus (alewife), 
226,197003,7003,1070,2,198,10,1.97003e+17,33,0,5.0,1.4,Alosa pseudoharengus (alewife), 
227,197003,7003,1070,3,201,10,1.97003e+17,33,0,1.0,0.5,Alosa pseudoharengus (alewife), 
228,197003,7003,1060,5,202,10,1.97003e+17,33,0,1.0,0.9,Alosa pseudoharengus (alewife), 
229,197003,7003,1060,6,203,10,1.97003e+17,33,0,59.0,1.8,Alosa pseudoharengus (alewife), 
230,197003,7003,1060,4,204,10,1.97003e+17,33,0,17.0,1.4,Alosa pseudoharengus (alewife), 
231,197003,7003,1060,3,205,10,1.97003e+17,33,0,11.0,1.8,Alosa pseudoharengus (alewife), 
232,197003,7003,1060,2,206,10,1.97003e+17,33,0,5.0,0.9,Alosa pseudoharengus (alewife), 
233,197003,7003,1060,1,207,10,1.97003e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
234,197003,7003,1070,1,208,10,1.97003e+17,33,0,5.0,1.4,Alosa pseudoharengus (alewife), 
235,197003,7003,1030,5,209,10,1.97003e+17,33,0,3.0,0.5,Alosa pseudoharengus (alewife), 
236,197003,7003,1030,4,211,10,1.97003e+17,33,0,8.0,1.8,Alosa pseudoharengus (alewife), 
237,197003,7003,1020,3,212,10,1.97003e+17,33,0,982.0,152.4,Alosa pseudoharengus (alewife), 
238,197003,7003,1020,4,213,10,1.97003e+17,33,0,46.0,9.5,Alosa pseudoharengus (alewife), 
239,197003,7003,1020,5,214,10,1.97003e+17,33,0,1264.0,149.7,Alosa pseudoharengus (alewife), 
240,197003,7003,1020,6,215,10,1.97003e+17,33,0,10.0,0.9,Alosa pseudoharengus (alewife), 
241,197003,7003,1020,7,216,10,1.97003e+17,33,0,11.0,0.9,Alosa pseudoharengus (alewife), 
242,197003,7003,1010,3,223,10,1.97003e+17,33,0,13.0,2.7,Alosa pseudoharengus (alewife), 
243,197003,7003,1010,1,224,10,1.97003e+17,33,0,9.0,1.8,Alosa pseudoharengus (alewife), 
244,197003,7003,1010,2,227,10,1.97003e+17,33,0,3.0,0.5,Alosa pseudoharengus (alewife), 
245,197003,7003,1020,2,228,10,1.97003e+17,33,0,2.0,0.5,Alosa pseudoharengus (alewife), 
246,197003,7003,1020,1,229,10,1.97003e+17,33,0,13.0,1.8,Alosa pseudoharengus (alewife), 
247,197003,7003,1040,2,230,10,1.97003e+17,33,0,3.0,0.5,Alosa pseudoharengus (alewife), 
248,197003,7003,1030,3,231,10,1.97003e+17,33,0,20.0,3.2,Alosa pseudoharengus (alewife), 
249,197003,7003,1030,2,232,10,1.97003e+17,33,0,7.0,0.9,Alosa pseudoharengus (alewife), 
250,197003,7003,1030,1,233,10,1.97003e+17,33,0,25.0,4.1,Alosa pseudoharengus (alewife), 
251,197003,7003,1040,1,234,10,1.97003e+17,33,0,6.0,0.9,Alosa pseudoharengus (alewife), 
