,CRUISE6," ""CRUISE"""," ""STRATUM"""," ""TOW"""," ""STATION"""," ""STATUS_CODE"""," ""ID"""," ""SVSPP"""," ""CATCHSEX"""," ""EXPCATCHNUM"""," ""EXPCATCHWT"""," ""SCIENTIFIC_NAME"""," ""CATCH_COMMENT"""
22,199201,9201,1060,6,70,10,1.99201e+17,33,0,18.0,1.4,Alosa pseudoharengus (alewife), 
23,199201,9201,1060,7,71,10,1.99201e+17,33,0,49.0,4.3,Alosa pseudoharengus (alewife), 
24,199201,9201,3020,1,72,10,1.99201e+17,33,0,12.0,0.6,Alosa pseudoharengus (alewife), 
25,199201,9201,3050,2,73,10,1.99201e+17,33,0,22.0,0.7,Alosa pseudoharengus (alewife), 
26,199201,9201,1050,7,74,10,1.99201e+17,33,0,11.0,0.5,Alosa pseudoharengus (alewife), 
27,199201,9201,3050,1,75,10,1.99201e+17,33,0,37.0,2.4,Alosa pseudoharengus (alewife), 
28,199201,9201,1050,6,76,10,1.99201e+17,33,0,3.0,0.1,Alosa pseudoharengus (alewife), 
29,199201,9201,1050,3,77,10,1.99201e+17,33,0,3.0,0.1,Alosa pseudoharengus (alewife), 
30,199201,9201,3070,1,79,10,1.99201e+17,33,0,3.0,0.0,Alosa pseudoharengus (alewife), 
31,199201,9201,3070,2,82,10,1.99201e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
32,199201,9201,3100,2,83,10,1.99201e+17,33,0,6.0,0.0,Alosa pseudoharengus (alewife), 
33,199201,9201,3110,1,85,10,1.99201e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
34,199201,9201,1010,3,88,10,1.99201e+17,33,0,3.0,0.4,Alosa pseudoharengus (alewife), 
35,199201,9201,1060,5,95,10,1.99201e+17,33,0,22.0,4.5,Alosa pseudoharengus (alewife), 
36,199201,9201,1060,9,96,10,1.99201e+17,33,0,6.0,1.0,Alosa pseudoharengus (alewife), 
37,199201,9201,1060,8,97,10,1.99201e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
38,199201,9201,1060,1,98,10,1.99201e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
39,199201,9201,1090,5,102,10,1.99201e+17,33,0,2.0,0.1,Alosa pseudoharengus (alewife), 
40,199201,9201,1090,1,103,10,1.99201e+17,33,0,2.0,0.1,Alosa pseudoharengus (alewife), 
41,199201,9201,1100,1,104,10,1.99201e+17,33,0,3.0,0.0,Alosa pseudoharengus (alewife), 
42,199201,9201,1100,3,107,10,1.99201e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
43,199201,9201,1100,4,108,10,1.99201e+17,33,0,3.0,0.4,Alosa pseudoharengus (alewife), 
44,199201,9201,1090,3,109,10,1.99201e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
45,199201,9201,1190,2,118,10,1.99201e+17,33,0,5.0,0.8,Alosa pseudoharengus (alewife), 
46,199201,9201,1140,1,120,10,1.99201e+17,33,0,4.0,0.9,Alosa pseudoharengus (alewife), 
47,199201,9201,1130,1,121,10,1.99201e+17,33,0,2.0,0.6,Alosa pseudoharengus (alewife), 
48,199201,9201,1230,1,136,10,1.99201e+17,33,0,4.0,0.7,Alosa pseudoharengus (alewife), 
49,199201,9201,1230,2,137,10,1.99201e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
50,199201,9201,1240,1,138,10,1.99201e+17,33,0,8.0,1.0,Alosa pseudoharengus (alewife), 
51,199301,9301,1740,1,4,10,1.99301e+17,33,0,3.0,0.5,Alosa pseudoharengus (alewife), 
52,199301,9301,1740,5,6,10,1.99301e+17,33,0,5.0,1.0,Alosa pseudoharengus (alewife), 
53,199301,9301,1730,2,8,10,1.99301e+17,33,0,5.0,0.9,Alosa pseudoharengus (alewife), 
54,199301,9301,1740,4,9,10,1.99301e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
55,199301,9301,1690,6,19,10,1.99301e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
56,199301,9301,1690,1,20,10,1.99301e+17,33,0,1.0,0.3,Alosa pseudoharengus (alewife), 
57,199301,9301,1690,9,22,10,1.99301e+17,33,0,6.0,1.0,Alosa pseudoharengus (alewife), 
58,199301,9301,1610,3,41,10,1.99301e+17,33,0,3.0,0.7,Alosa pseudoharengus (alewife), 
59,199301,9301,1650,5,45,10,1.99301e+17,33,0,3.0,0.6,Alosa pseudoharengus (alewife), 
60,199301,9301,1650,3,46,10,1.99301e+17,33,0,3.0,0.7,Alosa pseudoharengus (alewife), 
61,199301,9301,3380,2,47,10,1.99301e+17,33,0,2.0,0.5,Alosa pseudoharengus (alewife), 
62,199301,9301,1650,9,49,10,1.99301e+17,33,0,24.0,3.7,Alosa pseudoharengus (alewife), 
63,199301,9301,3350,1,50,10,1.99301e+17,33,0,2.0,0.4,Alosa pseudoharengus (alewife), 
64,199301,9301,1650,1,51,10,1.99301e+17,33,0,4.0,0.6,Alosa pseudoharengus (alewife), 
65,199301,9301,3320,1,52,10,1.99301e+17,33,0,3.0,0.5,Alosa pseudoharengus (alewife), 
66,199301,9301,3320,2,54,10,1.99301e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
67,199301,9301,1690,3,57,10,1.99301e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
68,199301,9301,1690,4,58,10,1.99301e+17,33,0,3.0,0.3,Alosa pseudoharengus (alewife), 
69,199301,9301,1730,1,60,10,1.99301e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
70,199301,9301,3020,2,62,10,1.99301e+17,33,0,16.0,0.3,Alosa pseudoharengus (alewife), 
71,199301,9301,1050,2,63,10,1.99301e+17,33,0,5.0,0.1,Alosa pseudoharengus (alewife), 
72,199301,9301,1060,8,64,10,1.99301e+17,33,0,33.0,2.0,Alosa pseudoharengus (alewife), 
73,199301,9301,1020,7,66,10,1.99301e+17,33,0,20.0,1.5,Alosa pseudoharengus (alewife), 
74,199301,9301,1020,1,67,10,1.99301e+17,33,0,53.0,4.7,Alosa pseudoharengus (alewife), 
75,199301,9301,1020,5,68,10,1.99301e+17,33,0,11.0,0.8,Alosa pseudoharengus (alewife), 
76,199301,9301,1020,3,69,10,1.99301e+17,33,0,3.0,0.5,Alosa pseudoharengus (alewife), 
77,199301,9301,1010,8,70,10,1.99301e+17,33,0,3.0,0.5,Alosa pseudoharengus (alewife), 
78,199301,9301,1020,4,71,10,1.99301e+17,33,0,139.0,28.1,Alosa pseudoharengus (alewife), 
79,199301,9301,1020,6,72,10,1.99301e+17,33,0,9.0,0.5,Alosa pseudoharengus (alewife), 
80,199301,9301,1010,6,73,10,1.99301e+17,33,0,27.0,0.7,Alosa pseudoharengus (alewife), 
81,199301,9301,1730,5,74,10,1.99301e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
82,199301,9301,3110,1,77,10,1.99301e+17,33,0,5.0,0.0,Alosa pseudoharengus (alewife), 
83,199301,9301,1010,5,80,10,1.99301e+17,33,0,7.0,0.2,Alosa pseudoharengus (alewife), 
84,199301,9301,3080,1,81,10,1.99301e+17,33,0,4.0,0.0,Alosa pseudoharengus (alewife), 
85,199301,9301,1010,1,83,10,1.99301e+17,33,0,5.0,0.0,Alosa pseudoharengus (alewife), 
86,199301,9301,1010,4,84,10,1.99301e+17,33,0,29.0,0.6,Alosa pseudoharengus (alewife), 
87,199301,9301,1060,6,86,10,1.99301e+17,33,0,20.0,2.0,Alosa pseudoharengus (alewife), 
88,199301,9301,1060,4,87,10,1.99301e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
89,199301,9301,1060,5,88,10,1.99301e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
90,199301,9301,1060,9,89,10,1.99301e+17,33,0,64.0,7.8,Alosa pseudoharengus (alewife), 
91,199301,9301,1070,3,90,10,1.99301e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
92,199301,9301,1060,2,93,10,1.99301e+17,33,0,8.0,0.5,Alosa pseudoharengus (alewife), 
93,199301,9301,1060,7,94,10,1.99301e+17,33,0,9.0,0.3,Alosa pseudoharengus (alewife), 
94,199301,9301,1060,1,95,10,1.99301e+17,33,0,25.0,1.9,Alosa pseudoharengus (alewife), 
95,199301,9301,1060,3,96,10,1.99301e+17,33,0,6.0,0.1,Alosa pseudoharengus (alewife), 
96,199301,9301,1050,1,97,10,1.99301e+17,33,0,12.0,0.1,Alosa pseudoharengus (alewife), 
97,199301,9301,1050,3,98,10,1.99301e+17,33,0,47.0,0.7,Alosa pseudoharengus (alewife), 
98,199301,9301,1050,4,99,10,1.99301e+17,33,0,7.0,0.0,Alosa pseudoharengus (alewife), 
99,199301,9301,1090,1,103,10,1.99301e+17,33,0,4.0,0.0,Alosa pseudoharengus (alewife), 
100,199301,9301,1100,8,104,10,1.99301e+17,33,0,5.0,0.6,Alosa pseudoharengus (alewife), 
101,199301,9301,1100,7,105,10,1.99301e+17,33,0,7.0,0.9,Alosa pseudoharengus (alewife), 
102,199301,9301,1100,2,106,10,1.99301e+17,33,0,18.0,1.5,Alosa pseudoharengus (alewife), 
103,199301,9301,1100,6,109,10,1.99301e+17,33,0,9.0,1.0,Alosa pseudoharengus (alewife), 
104,199301,9301,1100,3,110,10,1.99301e+17,33,0,6.0,0.9,Alosa pseudoharengus (alewife), 
105,199301,9301,1100,4,111,10,1.99301e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
106,199301,9301,1100,1,113,10,1.99301e+17,33,0,6.0,0.8,Alosa pseudoharengus (alewife), 
107,199301,9301,1140,3,114,10,1.99301e+17,33,0,3.0,0.2,Alosa pseudoharengus (alewife), 
108,199301,9301,1130,1,118,10,1.99301e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
109,199301,9301,1140,2,122,10,1.99301e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
110,199401,9401,1010,4,2,10,1.99401e+17,33,0,11.0,0.1,Alosa pseudoharengus (alewife), 
111,199401,9401,1690,5,48,10,1.99401e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
112,199401,9401,1690,6,49,10,1.99401e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
113,199401,9401,1690,4,50,10,1.99401e+17,33,0,216.0,2.3,Alosa pseudoharengus (alewife), 
114,199401,9401,1690,3,51,10,1.99401e+17,33,0,12.0,0.6,Alosa pseudoharengus (alewife), 
115,199401,9401,3230,2,52,10,1.99401e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
116,199401,9401,3230,1,53,10,1.99401e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
117,199401,9401,1730,3,54,10,1.99401e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
118,199401,9401,1730,4,56,10,1.99401e+17,33,0,7.0,0.0,Alosa pseudoharengus (alewife), 
119,199401,9401,3200,1,57,10,1.99401e+17,33,0,3.0,0.0,Alosa pseudoharengus (alewife), 
120,199401,9401,3200,2,58,10,1.99401e+17,33,0,5.0,0.0,Alosa pseudoharengus (alewife), 
121,199401,9401,1010,2,68,10,1.99401e+17,33,0,16.0,0.3,Alosa pseudoharengus (alewife), 
122,199401,9401,1020,6,69,10,1.99401e+17,33,0,24.0,2.3,Alosa pseudoharengus (alewife), 
123,199401,9401,1010,8,70,10,1.99401e+17,33,0,3.0,0.2,Alosa pseudoharengus (alewife), 
124,199401,9401,1010,3,71,10,1.99401e+17,33,0,51.0,2.1,Alosa pseudoharengus (alewife), 
125,199401,9401,1010,5,72,10,1.99401e+17,33,0,3.0,0.2,Alosa pseudoharengus (alewife), 
126,199401,9401,1010,1,73,10,1.99401e+17,33,0,17.0,1.9,Alosa pseudoharengus (alewife), 
127,199401,9401,1010,7,74,10,1.99401e+17,33,0,8.0,0.7,Alosa pseudoharengus (alewife), 
128,199401,9401,1020,7,76,10,1.99401e+17,33,0,10.0,1.8,Alosa pseudoharengus (alewife), 
129,199401,9401,1020,5,77,10,1.99401e+17,33,0,7.0,1.2,Alosa pseudoharengus (alewife), 
130,199401,9401,1020,1,78,10,1.99401e+17,33,0,4.0,0.8,Alosa pseudoharengus (alewife), 
131,199401,9401,1020,3,79,10,1.99401e+17,33,0,6.0,1.0,Alosa pseudoharengus (alewife), 
132,199401,9401,1060,10,80,10,1.99401e+17,33,0,8.0,0.7,Alosa pseudoharengus (alewife), 
133,199401,9401,3040,1,82,10,1.99401e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
134,199401,9401,3050,1,84,10,1.99401e+17,33,0,14.0,0.2,Alosa pseudoharengus (alewife), 
135,199401,9401,1050,2,86,10,1.99401e+17,33,0,29.0,0.4,Alosa pseudoharengus (alewife), 
136,199401,9401,1060,2,88,10,1.99401e+17,33,0,8.0,0.2,Alosa pseudoharengus (alewife), 
137,199401,9401,1060,8,90,10,1.99401e+17,33,0,17.0,0.4,Alosa pseudoharengus (alewife), 
138,199401,9401,1060,5,93,10,1.99401e+17,33,0,14.0,0.7,Alosa pseudoharengus (alewife), 
139,199401,9401,1060,7,94,10,1.99401e+17,33,0,4.0,0.3,Alosa pseudoharengus (alewife), 
140,199401,9401,1060,6,95,10,1.99401e+17,33,0,3.0,0.2,Alosa pseudoharengus (alewife), 
141,199401,9401,1060,9,96,10,1.99401e+17,33,0,5.0,0.9,Alosa pseudoharengus (alewife), 
142,199401,9401,1100,2,101,10,1.99401e+17,33,0,74.0,9.8,Alosa pseudoharengus (alewife), 
143,199401,9401,1100,11,102,10,1.99401e+17,33,0,16.0,0.5,Alosa pseudoharengus (alewife), 
144,199401,9401,1100,9,111,10,1.99401e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
145,199401,9401,1100,1,113,10,1.99401e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
146,199401,9401,1100,8,119,10,1.99401e+17,33,0,2.0,1.4,Alosa pseudoharengus (alewife), 
147,199401,9401,1100,5,121,10,1.99401e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
148,199401,9401,1130,5,130,10,1.99401e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
149,199401,9401,1130,9,135,10,1.99401e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
150,199401,9401,1130,12,152,10,1.99401e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
151,199401,9401,1100,18,161,10,1.99401e+17,33,0,9.0,0.0,Alosa pseudoharengus (alewife), 
152,199401,9401,1100,19,162,10,1.99401e+17,33,0,6.0,0.1,Alosa pseudoharengus (alewife), 
153,199401,9401,1060,12,163,10,1.99401e+17,33,0,5.0,0.1,Alosa pseudoharengus (alewife), 
154,199401,9401,1060,13,164,10,1.99401e+17,33,0,5.0,0.1,Alosa pseudoharengus (alewife), 
155,199502,9502,1050,4,1,10,1.99502e+17,33,0,24.0,4.1,Alosa pseudoharengus (alewife), 
156,199502,9502,1050,5,2,10,1.99502e+17,33,0,28.0,3.0,Alosa pseudoharengus (alewife), 
157,199502,9502,3020,1,4,10,1.99502e+17,33,0,39.0,2.2,Alosa pseudoharengus (alewife), 
158,199502,9502,3050,2,5,10,1.99502e+17,33,0,9.0,1.6,Alosa pseudoharengus (alewife), 
159,199502,9502,1050,1,6,10,1.99502e+17,33,0,95.0,21.0,Alosa pseudoharengus (alewife), 
160,199502,9502,1050,2,7,10,1.99502e+17,33,0,4.0,0.9,Alosa pseudoharengus (alewife), 
161,199502,9502,1060,4,8,10,1.99502e+17,33,0,3.0,0.7,Alosa pseudoharengus (alewife), 
162,199502,9502,1010,1,10,10,1.99502e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
163,199502,9502,1050,3,11,10,1.99502e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
164,199502,9502,3080,1,13,10,1.99502e+17,33,0,4.0,0.1,Alosa pseudoharengus (alewife), 
165,199502,9502,3110,2,15,10,1.99502e+17,33,0,5.0,0.0,Alosa pseudoharengus (alewife), 
166,199502,9502,3110,1,16,10,1.99502e+17,33,0,57.0,0.9,Alosa pseudoharengus (alewife), 
167,199502,9502,3140,2,17,10,1.99502e+17,33,0,615.0,46.6,Alosa pseudoharengus (alewife), 
168,199502,9502,3140,1,18,10,1.99502e+17,33,0,6.0,1.0,Alosa pseudoharengus (alewife), 
169,199502,9502,1010,7,19,10,1.99502e+17,33,0,12.0,2.3,Alosa pseudoharengus (alewife), 
170,199502,9502,1010,2,20,10,1.99502e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
171,199502,9502,3170,2,21,10,1.99502e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
172,199502,9502,3170,1,22,10,1.99502e+17,33,0,8.0,1.4,Alosa pseudoharengus (alewife), 
173,199502,9502,1730,1,23,10,1.99502e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
174,199502,9502,1010,3,24,10,1.99502e+17,33,0,9.0,2.0,Alosa pseudoharengus (alewife), 
175,199502,9502,1730,4,25,10,1.99502e+17,33,0,2.0,0.4,Alosa pseudoharengus (alewife), 
176,199502,9502,3200,2,27,10,1.99502e+17,33,0,5.0,1.5,Alosa pseudoharengus (alewife), 
177,199502,9502,3230,1,28,10,1.99502e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
178,199502,9502,1690,2,29,10,1.99502e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
179,199502,9502,1010,6,78,10,1.99502e+17,33,0,3.0,0.7,Alosa pseudoharengus (alewife), 
180,199502,9502,1060,5,79,10,1.99502e+17,33,0,5.0,0.9,Alosa pseudoharengus (alewife), 
181,199502,9502,1060,9,80,10,1.99502e+17,33,0,102.0,18.5,Alosa pseudoharengus (alewife), 
182,199502,9502,1090,3,81,10,1.99502e+17,33,0,20.0,0.4,Alosa pseudoharengus (alewife), 
183,199502,9502,1090,5,82,10,1.99502e+17,33,0,49.0,0.4,Alosa pseudoharengus (alewife), 
184,199502,9502,3460,2,83,10,1.99502e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
185,199502,9502,1090,4,86,10,1.99502e+17,33,0,2.0,0.1,Alosa pseudoharengus (alewife), 
186,199502,9502,1100,5,87,10,1.99502e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
187,199502,9502,1060,1,89,10,1.99502e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
188,199502,9502,1060,8,90,10,1.99502e+17,33,0,6.0,1.1,Alosa pseudoharengus (alewife), 
189,199502,9502,1060,2,91,10,1.99502e+17,33,0,9.0,2.2,Alosa pseudoharengus (alewife), 
190,199502,9502,1060,3,92,10,1.99502e+17,33,0,22.0,4.8,Alosa pseudoharengus (alewife), 
191,199502,9502,1020,6,93,10,1.99502e+17,33,0,1.0,0.3,Alosa pseudoharengus (alewife), 
192,199502,9502,1070,2,103,10,1.99502e+17,33,0,3.0,0.7,Alosa pseudoharengus (alewife), 
193,199502,9502,1070,1,104,10,1.99502e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
194,199502,9502,1130,8,118,10,1.99502e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
195,199502,9502,1130,5,120,10,1.99502e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
196,199502,9502,1220,1,144,10,1.99502e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
197,199601,9601,1020,8,1,10,1.99601e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
198,199601,9601,1020,7,2,10,1.99601e+17,33,0,1.0,0.3,Alosa pseudoharengus (alewife), 
199,199601,9601,1020,4,6,10,1.99601e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
200,199601,9601,3430,1,50,10,1.99601e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
201,199601,9601,3440,1,51,10,1.99601e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
202,199601,9601,3400,1,53,10,1.99601e+17,33,0,32.0,0.3,Alosa pseudoharengus (alewife), 
203,199601,9601,3410,2,54,10,1.99601e+17,33,0,16.0,0.3,Alosa pseudoharengus (alewife), 
204,199601,9601,1650,6,57,10,1.99601e+17,33,0,2.0,0.3,Alosa pseudoharengus (alewife), 
205,199601,9601,1650,9,59,10,1.99601e+17,33,0,26.0,5.4,Alosa pseudoharengus (alewife), 
206,199601,9601,1650,1,60,10,1.99601e+17,33,0,6.0,1.0,Alosa pseudoharengus (alewife), 
207,199601,9601,1650,3,61,10,1.99601e+17,33,0,15.0,2.8,Alosa pseudoharengus (alewife), 
208,199601,9601,1690,6,62,10,1.99601e+17,33,0,2.0,0.3,Alosa pseudoharengus (alewife), 
209,199601,9601,1690,3,63,10,1.99601e+17,33,0,3.0,0.4,Alosa pseudoharengus (alewife), 
210,199601,9601,3230,1,66,10,1.99601e+17,33,0,5.0,0.3,Alosa pseudoharengus (alewife), 
211,199601,9601,3200,1,68,10,1.99601e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
212,199601,9601,1690,8,70,10,1.99601e+17,33,0,10.0,0.5,Alosa pseudoharengus (alewife), 
213,199601,9601,1690,9,71,10,1.99601e+17,33,0,4.0,0.7,Alosa pseudoharengus (alewife), 
214,199601,9601,1690,5,72,10,1.99601e+17,33,0,6.0,0.8,Alosa pseudoharengus (alewife), 
215,199601,9601,1690,7,73,10,1.99601e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
216,199601,9601,1740,1,78,10,1.99601e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
217,199601,9601,1730,4,80,10,1.99601e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
218,199601,9601,1010,4,81,10,1.99601e+17,33,0,17.0,2.5,Alosa pseudoharengus (alewife), 
219,199601,9601,1010,3,82,10,1.99601e+17,33,0,45.0,8.8,Alosa pseudoharengus (alewife), 
220,199601,9601,1730,3,84,10,1.99601e+17,33,0,7.0,1.2,Alosa pseudoharengus (alewife), 
221,199601,9601,1010,8,85,10,1.99601e+17,33,0,6.0,0.2,Alosa pseudoharengus (alewife), 
222,199601,9601,1010,5,86,10,1.99601e+17,33,0,2.0,0.1,Alosa pseudoharengus (alewife), 
223,199601,9601,1010,6,87,10,1.99601e+17,33,0,30.0,1.8,Alosa pseudoharengus (alewife), 
224,199601,9601,1010,1,88,10,1.99601e+17,33,0,3.0,0.0,Alosa pseudoharengus (alewife), 
225,199601,9601,1010,2,89,10,1.99601e+17,33,0,81.0,3.5,Alosa pseudoharengus (alewife), 
226,199601,9601,1050,4,91,10,1.99601e+17,33,0,2.0,0.0,Alosa pseudoharengus (alewife), 
227,199601,9601,1060,8,93,10,1.99601e+17,33,0,12.0,0.2,Alosa pseudoharengus (alewife), 
228,199601,9601,1050,5,94,10,1.99601e+17,33,0,39.0,0.9,Alosa pseudoharengus (alewife), 
229,199601,9601,1060,1,95,10,1.99601e+17,33,0,34.0,1.6,Alosa pseudoharengus (alewife), 
230,199601,9601,1060,2,96,10,1.99601e+17,33,0,239.0,15.1,Alosa pseudoharengus (alewife), 
231,199601,9601,1060,7,97,10,1.99601e+17,33,0,36.0,5.0,Alosa pseudoharengus (alewife), 
232,199601,9601,1060,10,98,10,1.99601e+17,33,0,33.0,6.3,Alosa pseudoharengus (alewife), 
233,199601,9601,1060,9,101,10,1.99601e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
234,199601,9601,1060,5,102,10,1.99601e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
235,199601,9601,1060,4,103,10,1.99601e+17,33,0,24.0,0.6,Alosa pseudoharengus (alewife), 
236,199601,9601,1050,6,106,10,1.99601e+17,33,0,1.0,0.0,Alosa pseudoharengus (alewife), 
237,199601,9601,1100,10,113,10,1.99601e+17,33,0,5.0,0.8,Alosa pseudoharengus (alewife), 
238,199601,9601,1100,8,115,10,1.99601e+17,33,0,2.0,0.3,Alosa pseudoharengus (alewife), 
239,199601,9601,1100,4,123,10,1.99601e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
240,199601,9601,1100,5,124,10,1.99601e+17,33,0,12.0,2.6,Alosa pseudoharengus (alewife), 
241,199601,9601,1100,9,126,10,1.99601e+17,33,0,1.0,0.2,Alosa pseudoharengus (alewife), 
242,199601,9601,1130,5,128,10,1.99601e+17,33,0,1.0,0.1,Alosa pseudoharengus (alewife), 
243,199701,9701,1020,5,4,10,1.99701e+17,33,0,3.0,0.6,Alosa pseudoharengus (alewife), 
244,199701,9701,1740,3,5,10,1.99701e+17,33,0,1.0,0.4,Alosa pseudoharengus (alewife), 
245,199701,9701,1740,1,10,10,1.99701e+17,33,0,2.0,0.5,Alosa pseudoharengus (alewife), 
246,199701,9701,1730,2,11,10,1.99701e+17,33,0,7.0,1.4,Alosa pseudoharengus (alewife), 
247,199701,9701,1730,6,13,10,1.99701e+17,33,0,2.0,0.3,Alosa pseudoharengus (alewife), 
248,199701,9701,1650,8,47,10,1.99701e+17,33,0,7.0,1.5,Alosa pseudoharengus (alewife), 
